prompt_id,prompt_updated_at,anthropic_evaluated_at,deepseek_evaluated_at,openai_evaluated_at
MCP-U5-0083,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:01:18.519251+00:00,2026-01-30T15:59:50.009175+00:00,2026-01-30T15:07:07.695822+00:00
MCP-U5-0084,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:22:42.739793+00:00,2026-01-30T17:21:12.160349+00:00,2026-01-30T15:13:10.291491+00:00
MCP-U5-0085,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:19:56.997980+00:00,2026-01-30T17:20:33.062947+00:00,2026-01-30T15:13:20.514554+00:00
MCP-U5-0086,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:22:18.864408+00:00,2026-01-30T17:22:01.084990+00:00,2026-01-30T15:14:35.418790+00:00
MCP-U5-0087,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:21:35.678730+00:00,2026-01-30T17:21:06.905101+00:00,2026-01-29T18:41:16.318382+00:00
MCP-U5-0088,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:21:56.258620+00:00,2026-01-30T17:19:18.965169+00:00,2026-01-29T19:27:47.861476+00:00
MCP-U5-0089,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:22:21.795054+00:00,2026-01-30T17:24:43.475720+00:00,2026-01-29T18:43:08.317079+00:00
MCP-U5-0090,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:23:50.452459+00:00,2026-01-30T17:23:32.509869+00:00,2026-01-29T19:11:58.740083+00:00
MCP-U5-0091,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:24:18.360987+00:00,2026-01-30T17:23:25.461569+00:00,2026-01-29T19:13:06.306831+00:00
MCP-U5-0092,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:11:38.360903+00:00,2026-01-30T16:09:16.943288+00:00,2026-01-30T15:15:39.732894+00:00
MCP-U5-0093,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:47:12.973804+00:00,2026-01-30T11:52:27.515641+00:00,2026-01-30T11:25:51.351021+00:00
MCP-U5-0094,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:52:23.135261+00:00,2026-01-30T11:49:47.739314+00:00,2026-01-30T11:28:46.623729+00:00
MCP-U5-0095,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:50:48.323187+00:00,2026-01-30T11:48:21.039135+00:00,2026-01-30T11:29:16.485750+00:00
MCP-U5-0096,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:02:39.906922+00:00,2026-01-30T21:18:25.193332+00:00,2026-01-30T21:21:30.426925+00:00
MCP-U5-0097,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:12:53.175423+00:00,2026-01-30T20:06:38.181944+00:00,2026-01-30T13:29:23.502248+00:00
MCP-U5-0098,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:49:17.135772+00:00,2026-01-30T21:02:25.120699+00:00,2026-01-30T19:15:33.203952+00:00
MCP-U5-0099,2026-02-02T22:26:06.056687+00:00,2026-01-31T04:25:39.915904+00:00,2026-01-31T04:25:15.113321+00:00,2026-01-31T04:23:01.001221+00:00
MCP-U5-0100,2026-02-02T22:26:06.056687+00:00,2026-02-02T14:26:21.987419+00:00,2026-02-02T14:29:53.281751+00:00,2026-02-02T13:19:30.656610+00:00
MCP-U5-0101,2026-02-02T22:26:06.056687+00:00,2026-02-02T13:09:30.993333+00:00,2026-02-02T13:11:16.340148+00:00,2026-02-02T12:55:16.655944+00:00
MCP-U5-0102,2026-02-02T22:26:06.056687+00:00,2026-02-02T13:09:59.089587+00:00,2026-02-02T13:11:35.511099+00:00,2026-02-02T12:53:49.081116+00:00
MCP-U5-0103,2026-02-02T22:26:06.056687+00:00,2026-02-02T13:12:02.209107+00:00,2026-02-02T13:13:51.648622+00:00,2026-02-02T12:49:39.177684+00:00
MCP-U5-0104,2026-02-02T22:26:06.056687+00:00,2026-02-02T16:16:16.810174+00:00,2026-02-02T16:17:07.061040+00:00,2026-02-02T15:47:19.937799+00:00
MCP-U5-0105,2026-02-02T22:26:06.056687+00:00,2026-02-02T16:16:48.872774+00:00,2026-02-02T16:35:31.358549+00:00,2026-02-02T15:55:44.429664+00:00
MCP-U5-0106,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:33:06.308170+00:00,2026-02-02T15:29:51.699120+00:00,2026-02-02T14:42:07.753929+00:00
MCP-U5-0107,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:56:13.691435+00:00,2026-02-02T15:49:20.267987+00:00,2026-02-02T14:38:08.431554+00:00
MCP-U5-0108,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:44:00.115087+00:00,2026-02-02T15:43:26.921832+00:00,2026-02-02T14:38:05.856929+00:00
MCP-U5-0109,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:56:41.491249+00:00,2026-02-02T15:31:30.616762+00:00,2026-02-02T14:30:21.393390+00:00
MCP-U5-0110,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:32:05.429306+00:00,2026-02-02T15:38:18.656550+00:00,2026-02-02T14:16:49.141380+00:00
MCP-U5-0111,2026-02-02T22:26:06.056687+00:00,2026-02-02T14:18:23.927166+00:00,2026-02-02T14:19:39.819707+00:00,2026-02-02T13:50:24.058034+00:00
MCP-U5-0112,2026-02-02T22:26:06.056687+00:00,2026-02-02T14:20:06.588381+00:00,2026-02-02T14:21:32.184999+00:00,2026-02-02T13:52:16.442431+00:00
MCP-U5-0113,2026-02-02T22:26:06.056687+00:00,2026-02-02T14:20:34.747583+00:00,2026-02-02T14:23:00.186319+00:00,2026-02-02T13:40:06.981012+00:00
MCP-U5-0114,2026-02-02T22:26:06.056687+00:00,2026-02-02T14:23:38.245537+00:00,2026-02-02T14:24:26.984115+00:00,2026-02-02T13:38:50.495980+00:00
MCP-U5-0115,2026-02-02T22:26:06.056687+00:00,2026-02-02T14:24:04.957820+00:00,2026-02-02T14:27:35.633721+00:00,2026-02-02T13:18:32.609502+00:00
MCP-U6-0002,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:39:25.514037+00:00,2026-01-28T05:39:05.846976+00:00,2026-01-26T16:29:28.994517+00:00
MCP-U6-0003,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:40:21.373259+00:00,2026-01-28T05:40:39.244509+00:00,2026-01-26T16:15:00.861009+00:00
MCP-U6-0004,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:41:11.911960+00:00,2026-01-28T05:40:00.736960+00:00,2026-01-26T15:33:47.793584+00:00
MCP-U6-0005,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:42:42.300927+00:00,2026-01-28T05:40:50.529777+00:00,2026-01-26T13:14:45.049308+00:00
MCP-U6-0006,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:43:34.376218+00:00,2026-01-28T05:42:39.458558+00:00,2026-01-26T12:50:15.933550+00:00
MCP-U6-0007,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:43:14.537779+00:00,2026-01-28T05:43:35.378018+00:00,2026-01-26T11:54:13.738868+00:00
MCP-U6-0008,2026-02-02T22:26:06.056687+00:00,2026-01-28T05:45:43.928722+00:00,2026-01-28T05:44:01.830660+00:00,2026-01-26T11:30:28.882530+00:00
MCP-U6-0009,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:39:52.377800+00:00,2026-01-28T06:47:26.922406+00:00,2026-01-25T03:25:18.323389+00:00
MCP-U6-0010,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:15:10.817030+00:00,2026-01-28T07:37:28.668198+00:00,2026-01-25T02:00:25.784030+00:00
MCP-U6-0011,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:19:23.752980+00:00,2026-01-28T07:18:15.947652+00:00,2026-01-25T01:59:50.294218+00:00
MCP-U6-0012,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:00:04.194001+00:00,2026-01-28T07:49:13.937126+00:00,2026-01-25T04:46:44.607617+00:00
MCP-U6-0013,2026-02-02T22:26:06.056687+00:00,2026-01-28T06:53:05.770653+00:00,2026-01-28T06:47:03.660789+00:00,2026-01-25T04:55:59.244292+00:00
MCP-U6-0014,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:54:52.920651+00:00,2026-01-28T07:12:29.386105+00:00,2026-01-25T05:45:20.902088+00:00
MCP-U6-0015,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:45:03.533559+00:00,2026-01-28T07:25:21.064260+00:00,2026-01-25T06:07:10.503413+00:00
MCP-U6-0016,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:55:13.919147+00:00,2026-01-28T07:13:06.043227+00:00,2026-01-25T06:08:25.644012+00:00
MCP-U6-0017,2026-02-02T22:26:06.056687+00:00,2026-01-28T18:42:45.538584+00:00,2026-01-28T18:48:18.153193+00:00,2026-01-28T17:36:33.609937+00:00
MCP-U6-0018,2026-02-02T22:26:06.056687+00:00,2026-01-28T08:25:27.782899+00:00,2026-01-28T08:17:28.186777+00:00,2026-01-25T06:41:27.736918+00:00
MCP-U6-0019,2026-02-02T22:26:06.056687+00:00,2026-01-28T07:34:04.894693+00:00,2026-01-28T08:00:42.501742+00:00,2026-01-25T06:42:59.947457+00:00
MCP-U6-0020,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:11:48.780383+00:00,2026-01-28T19:14:28.035026+00:00,2026-01-28T17:40:20.951869+00:00
MCP-U6-0021,2026-02-02T22:26:06.056687+00:00,2026-01-28T19:54:12.526590+00:00,2026-01-28T19:47:56.219744+00:00,2026-01-28T17:43:00.897066+00:00
MCP-U6-0022,2026-02-02T22:26:06.056687+00:00,2026-01-29T12:58:53.438154+00:00,2026-01-29T13:03:57.973430+00:00,2026-01-29T09:11:36.580015+00:00
MCP-U6-0023,2026-02-02T22:26:06.056687+00:00,2026-01-29T12:59:08.616294+00:00,2026-01-29T13:00:19.700193+00:00,2026-01-29T09:10:28.176018+00:00
MCP-U6-0024,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:00:39.185338+00:00,2026-01-29T13:00:28.167688+00:00,2026-01-29T09:13:56.128318+00:00
MCP-U6-0025,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:03:27.469172+00:00,2026-01-29T13:07:12.942057+00:00,2026-01-29T09:12:03.393156+00:00
MCP-U6-0026,2026-02-02T22:26:06.056687+00:00,2026-01-29T13:02:02.413165+00:00,2026-01-29T13:01:54.260883+00:00,2026-01-29T09:14:43.685447+00:00
MCP-U6-0027,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:26:25.238232+00:00,2026-01-29T10:19:10.829861+00:00,2026-01-29T09:19:23.585094+00:00
MCP-U6-0028,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:45:19.495485+00:00,2026-01-29T02:37:25.967113+00:00,2026-01-28T19:34:39.148529+00:00
MCP-U6-0029,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:56:59.590123+00:00,2026-01-29T02:49:25.719549+00:00,2026-01-28T19:45:33.742981+00:00
MCP-U6-0030,2026-02-02T22:26:06.056687+00:00,2026-01-28T20:13:28.562940+00:00,2026-01-28T20:07:29.971110+00:00,2026-01-28T19:18:36.748820+00:00
MCP-U6-0031,2026-02-02T22:26:06.056687+00:00,2026-01-29T02:57:25.814896+00:00,2026-01-29T03:00:07.322722+00:00,2026-01-28T20:07:19.119414+00:00
MCP-U6-0034,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:41:26.116761+00:00,2026-01-30T20:38:54.656119+00:00,2026-01-30T20:13:10.998381+00:00
MCP-U6-0035,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:43:55.848188+00:00,2026-01-30T20:40:40.719575+00:00,2026-01-30T20:12:37.690253+00:00
MCP-U6-0036,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:41:44.319525+00:00,2026-01-30T21:24:36.123572+00:00,2026-01-30T20:17:21.902348+00:00
MCP-U6-0037,2026-02-02T22:26:06.056687+00:00,2026-01-30T20:44:12.279503+00:00,2026-01-30T20:43:07.364668+00:00,2026-01-30T20:16:58.336007+00:00
MCP-U6-0038,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:31:47.878530+00:00,2026-01-30T18:31:35.666552+00:00,2026-01-30T18:12:27.136162+00:00
MCP-U6-0039,2026-02-02T22:26:06.056687+00:00,2026-01-30T18:12:09.802305+00:00,2026-01-30T18:11:53.922639+00:00,2026-01-30T17:56:26.188246+00:00
MCP-U6-0040,2026-02-02T22:26:06.056687+00:00,2026-01-30T23:14:42.458262+00:00,2026-01-30T23:15:24.341400+00:00,2026-01-30T22:18:44.185149+00:00
MCP-U6-0041,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:55:48.177902+00:00,2026-02-02T19:57:24.763987+00:00,2026-02-02T19:53:53.083052+00:00
MCP-U6-0042,2026-02-02T22:26:06.056687+00:00,2026-02-02T19:58:45.971693+00:00,2026-02-02T19:58:31.171520+00:00,2026-02-02T19:53:38.834330+00:00
MCP-U6-0043,2026-02-02T22:26:06.056687+00:00,2026-02-02T20:01:27.865094+00:00,2026-02-02T19:59:56.496817+00:00,2026-02-02T19:53:29.184377+00:00
MCP-U7-0002,2026-02-02T22:26:06.056687+00:00,2026-01-24T14:05:26.119985+00:00,2026-01-24T14:05:02.126861+00:00,2026-01-21T10:48:37.583072+00:00
MCP-U7-0003,2026-02-02T22:26:06.056687+00:00,2026-01-24T14:02:24.823463+00:00,2026-01-24T14:01:10.796398+00:00,2026-01-21T10:53:42.645790+00:00
MCP-U7-0004,2026-02-02T22:26:06.056687+00:00,2026-01-24T13:57:44.528862+00:00,2026-01-24T13:57:13.650109+00:00,2026-01-21T10:50:49.554444+00:00
MCP-U7-0005,2026-02-02T22:26:06.056687+00:00,2026-01-27T18:53:19.337891+00:00,2026-01-27T19:04:24.038979+00:00,2026-01-26T08:29:45.836436+00:00
MCP-U7-0006,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:03:20.964036+00:00,2026-01-27T19:18:50.457456+00:00,2026-01-23T18:06:00.574363+00:00
MCP-U7-0007,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:19:13.723298+00:00,2026-01-27T19:38:12.365679+00:00,2026-01-23T17:50:21.306423+00:00
MCP-U7-0008,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:11:22.173596+00:00,2026-01-27T19:29:55.716604+00:00,2026-01-26T11:35:26.826449+00:00
MCP-U7-0009,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:30:17.956229+00:00,2026-01-27T19:14:10.335456+00:00,2026-01-26T11:41:39.402801+00:00
MCP-U7-0010,2026-02-02T22:26:06.056687+00:00,2026-01-27T19:44:22.491789+00:00,2026-01-27T19:25:30.515307+00:00,2026-01-23T16:10:32.780168+00:00
MCP-U7-0011,2026-02-02T22:26:06.056687+00:00,2026-01-29T10:23:35.700125+00:00,2026-01-29T10:27:33.555566+00:00,2026-01-29T09:33:04.869079+00:00
MCP-U7-0012,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:27:42.596890+00:00,2026-02-02T18:27:17.242082+00:00,2026-02-02T18:58:52.892331+00:00
MCP-U7-0013,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:44:18.311946+00:00,2026-02-02T15:34:47.231369+00:00,2026-02-02T15:53:56.192391+00:00
MCP-U7-0014,2026-02-02T22:26:06.056687+00:00,2026-02-02T15:39:24.213025+00:00,2026-02-02T16:02:33.489121+00:00,2026-02-02T15:39:03.351360+00:00
MCP-U7-0015,2026-02-02T22:26:06.056687+00:00,2026-02-02T16:30:36.934282+00:00,2026-02-02T16:30:18.552536+00:00,2026-02-02T16:23:04.009014+00:00
MCP-U7-0016,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:21:12.723386+00:00,2026-01-29T15:09:13.243878+00:00,2026-01-29T14:49:50.054983+00:00
MCP-U7-0017,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:10:26.484431+00:00,2026-01-29T15:10:03.645905+00:00,2026-01-29T14:49:31.007519+00:00
MCP-U7-0018,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:12:31.364846+00:00,2026-01-29T15:10:08.674789+00:00,2026-01-29T14:49:26.335638+00:00
MCP-U7-0019,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:12:19.625791+00:00,2026-01-29T15:11:36.517730+00:00,2026-01-29T14:50:32.204062+00:00
MCP-U7-0020,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:12:44.829036+00:00,2026-01-29T15:15:12.415420+00:00,2026-01-29T14:50:20.765524+00:00
MCP-U7-0021,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:21:30.499603+00:00,2026-01-29T15:12:04.992176+00:00,2026-01-29T14:51:26.912240+00:00
MCP-U7-0022,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:23:09.846176+00:00,2026-01-29T15:23:25.988809+00:00,2026-01-29T14:51:10.322354+00:00
MCP-U7-0023,2026-02-02T22:26:06.056687+00:00,2026-01-29T15:14:13.649811+00:00,2026-01-29T15:14:50.035194+00:00,2026-01-29T14:51:33.537058+00:00
MCP-U7-0024,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:05:18.279400+00:00,2026-01-29T18:08:20.755654+00:00,2026-01-29T17:20:39.045141+00:00
MCP-U7-0025,2026-02-02T22:26:06.056687+00:00,2026-01-29T03:09:01.879330+00:00,2026-01-29T03:07:47.620363+00:00,2026-01-28T19:48:28.820736+00:00
MCP-U7-0026,2026-02-02T22:26:06.056687+00:00,2026-01-24T14:06:57.124405+00:00,2026-01-24T14:16:59.888755+00:00,2026-01-21T08:53:13.677672+00:00
MCP-U7-0027,2026-02-02T22:26:06.056687+00:00,2026-01-24T14:12:43.827101+00:00,2026-01-24T14:11:31.409865+00:00,2026-01-21T17:04:30.365780+00:00
MCP-U7-0028,2026-02-02T22:26:06.056687+00:00,2026-01-28T15:44:32.429293+00:00,2026-01-28T15:44:09.485072+00:00,2026-01-28T15:42:23.741718+00:00
MCP-U7-0029,2026-02-02T22:26:06.056687+00:00,2026-01-28T14:10:22.855677+00:00,2026-01-28T14:12:05.383887+00:00,2026-01-21T08:28:05.206593+00:00
MCP-U7-0030,2026-02-02T22:26:06.056687+00:00,2026-01-28T17:31:05.438330+00:00,2026-01-28T17:42:16.695713+00:00,2026-01-28T03:45:09.087178+00:00
MCP-U7-0031,2026-02-02T22:26:06.056687+00:00,2026-01-28T17:56:50.832292+00:00,2026-01-28T18:51:18.269035+00:00,2026-01-28T03:17:39.529690+00:00
MCP-U7-0032,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:27:56.332038+00:00,2026-01-29T18:52:12.153781+00:00,2026-01-29T18:25:51.337720+00:00
MCP-U7-0033,2026-02-02T22:26:06.056687+00:00,2026-01-29T18:48:45.839096+00:00,2026-01-29T19:12:00.608611+00:00,2026-01-29T18:27:27.266099+00:00
MCP-U7-0034,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:49:12.129484+00:00,2026-01-30T07:53:10.744104+00:00,2026-01-29T10:11:00.887112+00:00
MCP-U7-0035,2026-02-02T22:26:06.056687+00:00,2026-02-02T18:29:21.000407+00:00,2026-02-02T18:43:28.723736+00:00,2026-02-02T18:28:53.883280+00:00
MCP-U7-0036,2026-02-02T22:26:06.056687+00:00,2026-01-31T10:34:50.304753+00:00,2026-01-31T10:34:09.432736+00:00,2026-01-31T10:34:01.819517+00:00
MCP-U7-0037,2026-02-02T22:26:06.056687+00:00,2026-01-30T07:48:15.846084+00:00,2026-01-30T07:53:52.160485+00:00,2026-01-29T12:37:39.026555+00:00
MCP-U7-0038,2026-02-02T22:26:06.056687+00:00,2026-01-30T05:00:03.895676+00:00,2026-01-30T04:58:16.109332+00:00,2026-01-30T04:53:10.569248+00:00
MCP-U7-0039,2026-02-02T22:26:06.056687+00:00,2026-01-30T05:00:06.133072+00:00,2026-01-30T04:59:43.828454+00:00,2026-01-30T04:53:29.363383+00:00
MCP-U7-0040,2026-02-02T22:26:06.056687+00:00,2026-01-30T04:59:33.496009+00:00,2026-01-30T04:57:54.033011+00:00,2026-01-30T04:53:29.275798+00:00
MCP-U7-0041,2026-02-02T22:26:06.056687+00:00,2026-01-30T04:59:17.552947+00:00,2026-01-30T04:59:27.825209+00:00,2026-01-30T04:53:56.367322+00:00
MCP-U7-0042,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:48:53.175374+00:00,2026-01-30T12:47:07.307713+00:00,2026-01-30T11:56:48.021644+00:00
MCP-U7-0043,2026-02-02T22:26:06.056687+00:00,2026-01-30T11:59:39.786850+00:00,2026-01-30T12:25:42.216126+00:00,2026-01-31T09:58:49.155091+00:00
MCP-U7-0044,2026-02-02T22:26:06.056687+00:00,2026-01-30T12:04:21.683302+00:00,2026-01-30T11:55:11.319112+00:00,2026-01-30T09:25:04.204799+00:00
MCP-U7-0046,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:33:39.647144+00:00,2026-01-30T14:33:35.471329+00:00,2026-01-30T13:34:45.077360+00:00
MCP-U7-0048,2026-02-02T22:26:06.056687+00:00,2026-01-30T14:33:21.090493+00:00,2026-01-30T14:43:58.459111+00:00,2026-01-30T13:42:48.709136+00:00
MCP-U7-0049,2026-02-02T22:26:06.056687+00:00,2026-01-30T15:58:29.243983+00:00,2026-01-30T15:58:07.779290+00:00,2026-01-30T15:04:44.948101+00:00
MCP-U7-0050,2026-02-02T22:26:06.056687+00:00,2026-01-30T17:19:37.127155+00:00,2026-01-30T17:18:54.021320+00:00,2026-01-29T19:13:33.167029+00:00
MCP-U7-0051,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:07:26.923054+00:00,2026-01-30T16:10:47.066676+00:00,2026-01-30T15:15:03.025839+00:00
MCP-U7-0054,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:09:11.186397+00:00,2026-01-30T19:32:12.168553+00:00,2026-01-30T18:58:02.180256+00:00
MCP-U7-0055,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:04:18.549834+00:00,2026-01-30T21:24:54.703477+00:00,2026-01-30T19:05:27.407231+00:00
MCP-U7-0056,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:54:16.190401+00:00,2026-01-30T19:34:11.048489+00:00,2026-01-29T19:39:10.896100+00:00
MCP-U7-0057,2026-02-02T22:26:06.056687+00:00,2026-01-30T19:21:36.718504+00:00,2026-01-30T19:21:13.181660+00:00,2026-01-30T21:54:14.858321+00:00
MCP-U7-0058,2026-02-02T22:26:06.056687+00:00,2026-01-30T16:11:10.950285+00:00,2026-01-30T16:13:50.051266+00:00,2026-01-30T15:18:45.101575+00:00
MCP-U7-0059,2026-02-02T22:26:06.056687+00:00,2026-01-28T17:56:22.375753+00:00,2026-01-28T18:40:09.562322+00:00,2026-01-28T03:16:37.735422+00:00
MCP-U7-0060,2026-02-02T22:26:06.056687+00:00,2026-01-30T21:56:39.618247+00:00,2026-01-30T19:52:03.895046+00:00,2026-01-30T21:49:38.158705+00:00
MCP-U7-0061,2026-02-02T22:26:06.056687+00:00,2026-02-02T16:30:49.644240+00:00,2026-02-02T16:22:12.192068+00:00,2026-02-02T16:26:42.649046+00:00
MCP-U7-0062,2026-02-02T22:26:06.056687+00:00,2026-01-31T04:04:10.667429+00:00,2026-01-31T04:02:55.970613+00:00,2026-01-31T03:32:19.740510+00:00
MCP-U7-0063,2026-02-02T22:26:06.056687+00:00,2026-02-02T16:27:04.848487+00:00,2026-02-02T16:31:11.468346+00:00,2026-02-02T16:26:13.702374+00:00
